Origin_DH,Origin_Code,Dest_DH,Dest_Code,Distance_km,Time_mins
BLR-Bagalur,BLR105S,BLR-Vidyaranyapura,BLR130S,13.617563400000002,21.463562500000002
BLR-Bagalur,BLR105S,BLR-RWF Yelahanka,BLR187S,7.59455025,10.093541666666667
BLR-Devanahalli,BLR149S,BLR-Magadi Road,BLR109S,48.57515985,59.641375
BLR-RWF Yelahanka,BLR187S,BLR-Ramamurthy Nagar Network,BLR071S,16.975734300000003,25.129104166666668
BLR-RWF Yelahanka,BLR187S,BLR-Kasturinagar,BLR177S,19.6293972,28.303729166666667
BLR-Bagalur,BLR105S,BLR-Whitefield New,BLR262S,31.42507305,41.74795833333334
BLR-Seegehalli,BLR238S,BLR-Chickpet New,BLR175S,21.4723971,29.102083333333333
BLR-Seegehalli,BLR238S,BLR-Marathahalli 2,BLR023S,12.268197899999999,19.077145833333333
BLR-Seegehalli,BLR238S,BLR-Tippenahalli,BLR311S,33.86506725,44.79483333333334
BLR-Bagalur,BLR105S,BLR-Marathahalli New,BLR055S,31.171833,41.690041666666666
BLR-Seegehalli,BLR238S,BLR-TC Palaya,BLR220S,6.13114845,8.554104166666667
BLR-Seegehalli,BLR238S,BLR-Cholayanakanalli,BLR212S,19.419046500000004,28.574854166666665
BLR-Devanahalli,BLR149S,BLR-Varthur,BLR313S,42.078720600000004,51.86125
BLR-Seegehalli,BLR238S,BLR-Marathahalli-3,BLR103S,11.8680765,18.70075
BLR-RWF Yelahanka,BLR187S,BLR-Malleshwaram new,BLR045S,18.023352900000003,25.61660416666667
BLR-Bagalur,BLR105S,BLR-Sanjaynagar,BLR190S,15.3338367,20.874145833333337
BLR-Seegehalli,BLR238S,BLR-Kannamangala,BLR014S,6.41304195,10.025729166666666
BLR-Bagalur,BLR105S,BLR-Siddapura,BLR224S,31.7571198,42.116395833333335
BLR-Bagalur,BLR105S,BLR-Margosa road,BLR139S,17.445771,24.00814583333333
BLR-Seegehalli,BLR238S,BLR-Sanjaynagar,BLR190S,23.0417271,30.387354166666665
BLR-Bagalur,BLR105S,BLR-Devanahalli,BLR149S,22.490763750000003,25.961625
BLR-Seegehalli,BLR238S,BLR-Banashankari New,BLR041S,26.56952865,36.2775625
BLR-Seegehalli,BLR238S,BLR-Malleshwaram new,BLR045S,23.9989764,31.24025
BLR-Seegehalli,BLR238S,BLR-Yelahanka Network,BLR120S,29.32975815,39.06129166666667
BLR-RWF Yelahanka,BLR187S,BLR-RAMAMURTHY NAGAR NEW,BLR075S,19.861800000000002,27.4343125
BLR-Seegehalli,BLR238S,BLR-Narayanapura Network,BLR122S,16.10883855,21.79925
BLR-Devanahalli,BLR149S,BLR-JP Nagar Network,BLR013S,48.855425849999996,57.40385416666666
BLR-Bagalur,BLR105S,BLR-Electronic City New,BLR099S,41.92650525,56.59295833333333
BLR-Seegehalli,BLR238S,BLR-Magadi Road,BLR109S,33.66928425,44.57947916666667
BLR-Seegehalli,BLR238S,BLR-Kasturinagar,BLR177S,9.839469150000001,12.617104166666666
BLR-Bagalur,BLR105S,BLR-RAMAMURTHY NAGAR NEW,BLR075S,16.933504350000003,22.130854166666666
BLR-RWF Yelahanka,BLR187S,BLR-GUNJUR Network,BLR017S,37.5531387,48.5581875
BLR-Seegehalli,BLR238S,BLR-Kogilu Road,BLR154S,19.90370865,26.967875
BLR-Bagalur,BLR105S,BLR-SHIVAJI NAGAR Network,BLR107S,17.17642185,22.295729166666668
BLR-Seegehalli,BLR238S,BLR-GUNJUR Network,BLR017S,14.780245200000001,20.92804166666667
BLR-Bagalur,BLR105S,BLR-INDIRANAGAR NEW,BLR044S,22.93658745,31.614895833333332
BLR-Bagalur,BLR105S,BLR-Hennur New,BLR229S,12.405953700000001,16.9230625
BLR-RWF Yelahanka,BLR187S,BLR-Yallapa Garden,BLR125S,19.23719385,26.786604166666667
BLR-Seegehalli,BLR238S,BLR-BHADRAPPA LAYOUT NETWORK,BLR028S,21.624942150000003,31.887916666666666
BLR-Seegehalli,BLR238S,BLR-SHIVAJI NAGAR Network,BLR107S,18.161436300000002,23.084291666666665
BLR-Seegehalli,BLR238S,BLR-Margosa road,BLR139S,22.266777750000003,29.302270833333335
BLR-Bagalur,BLR105S,BLR-Malleshwaram new,BLR045S,21.91358925,29.0341875
BLR-Bagalur,BLR105S,BLR-Kogilu Road,BLR154S,4.3313382,5.78975
BLR-Seegehalli,BLR238S,BLR-Abbigere,BLR151S,31.817461200000004,42.6396875
BLR-Seegehalli,BLR238S,BLR-Brookfield Network-2,BLR129S,5.33752275,8.697312499999999
BLR-Bagalur,BLR105S,BLR-Sattava East,BLR137S,22.922162550000003,32.5221875
BLR-Seegehalli,BLR238S,BLR-Vidyaranyapura,BLR130S,25.349998799999998,37.9275625
BLR-RWF Yelahanka,BLR187S,BLR-Doddathoguru,BLR306S,30.782306100000003,43.506729166666666
BLR-Magadi Road,BLR109S,BLR-Doddathoguru,BLR306S,36.7323138,47.6126875
BLR-Magadi Road,BLR109S,BLR-Electronic City New,BLR099S,42.80667615,38.42010416666667
BLR-Seegehalli,BLR238S,BLR-BROOKEFIELD,BLR086S,6.653864700000001,10.629208333333333
BLR-Bagalur,BLR105S,BLR-Richmond Town Network,BLR296S,23.776977000000002,32.18147916666667
BLR-Seegehalli,BLR238S,BLR-RICHMOND TOWN,BLR077S,16.55206665,21.569916666666668
BLR-Bagalur,BLR105S,BLR-HSR-3,BLR080S,32.04649245,43.203854166666666
BLR-Bagalur,BLR105S,BLR-GUNJUR,BLR087S,36.3078492,47.44664583333333
BLR-Seegehalli,BLR238S,BLR-Jayanagar 9th block,BLR307S,23.12475585,30.788666666666668
BLR-Bagalur,BLR105S,BLR-Jakkur Network,BLR058S,10.4414373,13.751083333333334
BLR-Devanahalli,BLR149S,BLR-Tippenahalli,BLR311S,42.913418099999994,54.190104166666664
BLR-Bagalur,BLR105S,BLR-Abbigere,BLR151S,16.491154050000002,24.833166666666667
BLR-RWF Yelahanka,BLR187S,BLR-BROOKEFIELD,BLR086S,26.57124225,38.3460625
BLR-Seegehalli,BLR238S,BLR-Bannerghatta Network 2,BLR061S,28.9837128,40.35739583333333
BLR-Bagalur,BLR105S,BLR-Belathur,BLR189S,27.04143645,37.59439583333333
BLR-Bagalur,BLR105S,BLR-Nehru Nagar,BLR155S,5.52019335,7.775416666666667
BLR-Magadi Road,BLR109S,BLR-Marathahalli-3,BLR103S,31.54054785,43.93670833333333
BLR-Devanahalli,BLR149S,BLR-Marathahalli New,BLR055S,43.108561650000006,52.486666666666665
BLR-Bagalur,BLR105S,BLR-Shivaji nagar New,BLR275S,18.23970015,23.282375000000002
BLR-Magadi Road,BLR109S,BLR-DRY-MH-SUMADHURA,MH_CODE,55.83358095,67.39333333333333
BLR-Devanahalli,BLR149S,BLR-GUNJUR Network,BLR017S,44.0263446,53.50277083333333
BLR-Magadi Road,BLR109S,BLR-JP Nagar Network,BLR013S,16.433456550000002,21.753604166666666
BLR-Seegehalli,BLR238S,BLR-Challakere,BLR123S,12.33942255,17.228041666666666
BLR-Seegehalli,BLR238S,BLR-Jakkur Network,BLR058S,18.311270250000003,25.33875
BLR-Bagalur,BLR105S,BLR-Doddanekundi,FB_CODE,25.1486403,36.00879166666667
BLR-Seegehalli,BLR238S,BLR-HSR Layout New,BLR094S,23.6228034,31.221479166666665
BLR-Bagalur,BLR105S,BLR-Banashankari New,BLR041S,28.62593895,37.29933333333334
BLR-Bagalur,BLR105S,BLR-Dooravani Nagar,BLR227S,17.6302854,23.549791666666668
BLR-RWF Yelahanka,BLR187S,BLR-HSR-3,BLR080S,32.242281750000004,42.684354166666665
BLR-Seegehalli,BLR238S,BLR-Nagdevanahalli,FB_CODE,31.62781545,44.856291666666664
BLR-Devanahalli,BLR149S,BLR-Whitefield New,BLR262S,38.700585,46.82225
BLR-Bagalur,BLR105S,BLR-Kasturinagar,BLR177S,18.79728165,24.813645833333332
BLR-Bagalur,BLR105S,BLR-Garudachar Palya,FB_CODE,25.6101678,35.349270833333335
BLR-Bagalur,BLR105S,BLR-Narayanapura,BLR026S,9.3788163,11.924708333333333
BLR-Bagalur,BLR105S,BLR-Goraguntepalya,BLR199S,19.70633595,27.7071875
BLR-Magadi Road,BLR109S,BLR-Brookfield Network-2,BLR129S,32.51394615,42.64841666666666
BLR-Seegehalli,BLR238S,BLR-DRY-MH-SUMADHURA,MH_CODE,24.302691,28.21364583333333
BLR-Magadi Road,BLR109S,BLR-Bagalur,BLR105S,29.224244700000003,39.69766666666666
BLR-Bagalur,BLR105S,BLR-VIJAY NAGAR,BLR031S,25.514627250000004,32.946
BLR-RWF Yelahanka,BLR187S,BLR-VIJAY NAGAR,BLR031S,21.416168550000002,29.126729166666667
BLR-Magadi Road,BLR109S,BLR-Kannamangala,BLR014S,40.2023937,51.92120833333333
BLR-Seegehalli,BLR238S,BLR - Bhadrappa Layout,BLR042S,20.75867535,30.700583333333334
BLR-Magadi Road,BLR109S,BLR-Richmond Town Network,BLR296S,16.839144,24.985333333333337
BLR-Bagalur,BLR105S,BLR-RICHMOND TOWN,BLR077S,21.74282145,31.230000000000004
BLR-RWF Yelahanka,BLR187S,BLR-Cholayanakanalli,BLR212S,13.95157575,17.494229166666667
BLR-Bagalur,BLR105S,BLR-HEBBAL NEW,BLR033S,13.470415350000001,17.595625
BLR-Magadi Road,BLR109S,BLR-JC Nagar,BLR127S,7.749526050000001,10.787604166666666
BLR-RWF Yelahanka,BLR187S,BLR-Seegehalli,BLR238S,25.787742750000003,35.8973125
BLR-Bagalur,BLR105S,BLR-Marathahalli-3,BLR103S,30.434951400000003,40.80914583333333
BLR-RWF Yelahanka,BLR187S,BLR-Marathahalli-3,BLR103S,34.08040965,43.89310416666667
BLR-RWF Yelahanka,BLR187S,BLR-Narayanapura Network,BLR122S,11.170165650000001,15.5185
BLR-Bagalur,BLR105S,BLR-BTM LAYOUT NEW,BLR036S,27.768731550000002,36.37660416666667
BLR-Bagalur,BLR105S,BLR-KALYAN NAGAR NEW,BLR034S,16.2410367,21.42354166666667
BLR-Seegehalli,BLR238S,BLR-Nehru Nagar,BLR155S,20.9430543,29.268666666666668
BLR-Bagalur,BLR105S,BLR-Kadugodi,BLR162S,28.891275,38.310229166666666
BLR-Magadi Road,BLR109S,BLR-HEBBAL NEW,BLR033S,19.513634700000004,28.163187500000003
BLR-Magadi Road,BLR109S,BLR-Vidyaranyapura,BLR130S,17.6847972,25.049999999999997
BLR-Magadi Road,BLR109S,BLR-Tippenahalli,BLR311S,6.076138950000001,8.315708333333333
BLR-Magadi Road,BLR109S,BLR - Bhadrappa Layout,BLR042S,16.870959,26.055937500000002
BLR-RWF Yelahanka,BLR187S,BLR-Jayanagar 9th block,BLR307S,27.04456335,35.00639583333333
BLR-Bagalur,BLR105S,BLR-HSR Layout New,BLR094S,31.695815550000003,42.24489583333333
BLR-RWF Yelahanka,BLR187S,BLR-SHIVAJI NAGAR Network,BLR107S,16.923473700000002,21.3393125
BLR-Magadi Road,BLR109S,BLR-Jakkur New,BLR230S,22.577048550000004,33.70825
BLR-Magadi Road,BLR109S,BLR-Goraguntepalya,BLR199S,9.956362500000001,15.3441875
BLR-Magadi Road,BLR109S,BLR-Kothnur New,BLR257S,31.987438349999998,28.612458333333333
BLR-Bagalur,BLR105S,BLR-Challakere,BLR123S,14.224838250000001,18.604020833333333
BLR-Magadi Road,BLR109S,BLR-Yelahanka Network,BLR120S,26.814522,36.258895833333334
BLR-Magadi Road,BLR109S,BLR-Yelahanka new town New,BLR298S,20.63765655,28.742625
BLR-Magadi Road,BLR109S,BLR-JP Nagar Network-2,BLR108S,19.97097795,27.014229166666667
BLR-Bagalur,BLR105S,BLR-Hegganahalli,BLR264S,24.37677375,33.78127083333333
BLR-Bagalur,BLR105S,BLR-Seegehalli,BLR238S,22.859446050000003,30.593854166666667
BLR-RWF Yelahanka,BLR187S,BLR-Kogilu Road,BLR154S,7.21350525,9.254125
BLR-Magadi Road,BLR109S,BLR-Kogilu Road,BLR154S,28.72543065,39.089687500000004
BLR-Seegehalli,BLR238S,BLR-BANNERGHATTA,BLR056S,28.856714250000003,37.859208333333335
BLR-Magadi Road,BLR109S,BLR-GUNJUR,BLR087S,36.078940800000005,51.4729375
BLR-Seegehalli,BLR238S,BLR-GUNJUR,BLR087S,14.33726175,19.94620833333333
BLR-Magadi Road,BLR109S,BLR-BHADRAPPA LAYOUT NETWORK,BLR028S,17.85642075,26.823666666666668
BLR-Bagalur,BLR105S,BLR-Murugeshpalya,BLR315S,25.22754255,33.35635416666667
BLR-RWF Yelahanka,BLR187S,BLR-HSR Layout New,BLR094S,31.442901,42.18391666666666
BLR-Bagalur,BLR105S,BLR-HBR Layout,BLR022S,11.52434955,14.303083333333333
BLR-Seegehalli,BLR238S,BLR-JP Nagar Network-2,BLR108S,28.62971895,38.153166666666664
BLR-Magadi Road,BLR109S,BLR-Kadugodi,BLR162S,35.673398250000005,45.90627083333334
BLR-JP Nagar Network,BLR013S,BLR-Narayanapura Network,BLR122S,20.665285199999996,27.162166666666664
BLR-Magadi Road,BLR109S,BLR-GUNJUR Network,BLR017S,35.0132769,48.60179166666667
BLR-Magadi Road,BLR109S,BLR-BTM-2,BLR043S,20.29762665,27.583708333333334
BLR-Bagalur,BLR105S,BLR-Chickpet New,BLR175S,23.186346750000002,30.21847916666667
BLR-JP Nagar Network,BLR013S,BLR-HEBBAL NEW,BLR033S,16.77694725,23.649791666666665
BLR-Bagalur,BLR105S,BLR-Kothnur New,BLR257S,33.90198105,44.299062500000005
BLR-JP Nagar Network,BLR013S,BLR-Marathahalli New,BLR055S,20.48474295,29.742895833333336
BLR-Seegehalli,BLR238S,BLR-Hegganahalli,BLR264S,32.2498512,43.18797916666667
BLR-Bagalur,BLR105S,BLR-Nikoo Home New,BLR119S,6.88248015,9.452270833333333
BLR-Magadi Road,BLR109S,BLR-BASAVANAPURA NETWORK 2,BLR104S,32.7440211,42.319874999999996
BLR-Bagalur,BLR105S,BLR-JP Nagar New,BLR265S,30.823826250000003,41.11395833333333
BLR-Magadi Road,BLR109S,BLR-Nehru Nagar,BLR155S,26.779171650000002,36.6545625
BLR-Seegehalli,BLR238S,BLR-HBR Layout,BLR022S,15.155133,22.334874999999997
BLR-Magadi Road,BLR109S,BLR-BTM LAYOUT NEW,BLR036S,19.59325935,27.992729166666667
BLR-JP Nagar Network,BLR013S,BLR-Kalyan Nagar Network,BLR059S,15.636282900000001,20.539604166666663
BLR-JP Nagar Network,BLR013S,BLR-Malleshwaram new,BLR045S,11.047898400000001,14.604416666666665
BLR-Seegehalli,BLR238S,BLR-Nagavara,BLR200S,16.223394600000002,24.040645833333333
BLR-JP Nagar Network,BLR013S,BLR-Murugeshpalya,BLR315S,16.282628250000002,21.286375
BLR-Magadi Road,BLR109S,BLR-Siddapura,BLR224S,32.86271625,45.24395833333333
BLR-Magadi Road,BLR109S,BLR-Belathur,BLR189S,37.038113700000004,49.025333333333336
BLR-JP Nagar Network,BLR013S,BLR-Doddanekundi,FB_CODE,20.0530995,28.265166666666666
BLR-Magadi Road,BLR109S,BLR-KALYAN NAGAR NEW,BLR034S,21.602357700000002,30.627604166666668
BLR-Bagalur,BLR105S,BLR-Yallapa Garden,BLR125S,23.1029652,30.601812499999998
BLR-Magadi Road,BLR109S,BLR-Ramamurthy Nagar Network,BLR071S,24.589308449999997,34.98291666666667
BLR-Bagalur,BLR105S,BLR-BHADRAPPA LAYOUT NETWORK,BLR028S,11.0454813,15.1200625
BLR-Magadi Road,BLR109S,BLR-Sanjaynagar,BLR190S,15.843114,24.454562499999998
BLR-RWF Yelahanka,BLR187S,BLR-JP Nagar New,BLR265S,30.5708781,40.15754166666667
BLR-JP Nagar Network,BLR013S,BLR-Richmond Town Network,BLR296S,8.37702915,11.112
BLR-Bagalur,BLR105S,BLR-GUNJUR Network,BLR017S,33.9076815,45.474229166666674
BLR-Magadi Road,BLR109S,BLR-Aswath Nagar,BLR304S,29.880958800000002,42.057604166666664
BLR-JP Nagar Network,BLR013S,BLR-Kadugodi,BLR162S,28.811507549999998,36.64335416666667
BLR-Bagalur,BLR105S,BLR-Cholayanakanalli,BLR212S,14.204523900000002,18.450645833333333
BLR-Bagalur,BLR105S,BLR-JP Nagar Network-2,BLR108S,32.183679149999996,42.42289583333333
BLR-Magadi Road,BLR109S,BLR-Abbigere,BLR151S,13.88811165,19.662041666666667
BLR-Bagalur,BLR105S,BLR-BTM-2,BLR043S,29.12698635,38.00447916666667
BLR-Bagalur,BLR105S,BLR-Marathahalli 2,BLR023S,26.26497195,38.163916666666665
BLR-JP Nagar Network,BLR013S,BLR-Singapura,BLR128S,24.2270238,30.675666666666665
BLR-Bagalur,BLR105S,BLR-Mathikere,BLR140S,17.5646919,23.015375
BLR-Seegehalli,BLR238S,BLR-BTM-2,BLR043S,24.035664450000002,31.783437499999998
BLR-JP Nagar Network,BLR013S,BLR-BROOKEFIELD,BLR086S,25.6593603,33.18910416666667
BLR-Magadi Road,BLR109S,BLR-Marathahalli 2,BLR023S,31.749745649999998,44.45454166666667
BLR-Magadi Road,BLR109S,BLR-Marathahalli New,BLR055S,32.27742945,44.81760416666667
BLR-JP Nagar Network,BLR013S,BLR-GUNJUR,BLR087S,22.018638600000003,31.372229166666664
BLR-Magadi Road,BLR109S,BLR-Seegehalli,BLR238S,34.27612440000001,44.31191666666667
BLR-JP Nagar Network,BLR013S,BLR-KALYAN NAGAR NEW,BLR034S,16.06474905,21.680812500000002
BLR-Seegehalli,BLR238S,BLR-INDIRANAGAR NEW,BLR044S,14.270326350000001,18.907541666666667
BLR-Bagalur,BLR105S,BLR-Yelahanka new town New,BLR298S,10.355111550000002,14.227
BLR-JP Nagar Network,BLR013S,BLR-INDIRANAGAR NEW,BLR044S,13.540784250000002,17.267958333333333
BLR-Magadi Road,BLR109S,BLR-HSR Layout New,BLR094S,24.722182800000002,33.97795833333333
BLR-Magadi Road,BLR109S,BLR-BANNERGHATTA,BLR056S,32.9353647,29.1388125
BLR-JP Nagar Network,BLR013S,BLR-Magadi Road,BLR109S,16.503984000000003,23.239729166666663
BLR-Magadi Road,BLR109S,BLR-JP Nagar New,BLR265S,18.913181700000003,25.949229166666665
BLR-Bagalur,BLR105S,BLR-TC Palaya,BLR220S,18.4519062,25.0393125
BLR-Seegehalli,BLR238S,BLR-Belathur,BLR189S,4.3796382,7.7848749999999995
BLR-JP Nagar Network,BLR013S,BLR-Siddapura,BLR224S,22.04695605,30.361166666666666
BLR-Magadi Road,BLR109S,BLR-Mico layout network-2,BLR102S,23.812426050000003,32.748270833333336
BLR-Magadi Road,BLR109S,BLR-SHIVAJI NAGAR Network,BLR107S,16.6839771,23.931874999999998
BLR-JP Nagar Network,BLR013S,BLR-Kogilu Road,BLR154S,25.893550200000004,33.715875
BLR-JP Nagar Network,BLR013S,BLR-Kothnur New,BLR257S,6.2574907500000005,8.5639375
BLR-Bagalur,BLR105S,BLR-Narayanapura Network,BLR122S,8.2390056,10.211583333333333
BLR-JP Nagar Network,BLR013S,BLR-Jakkur Network,BLR058S,21.15700335,28.638083333333334
BLR-Seegehalli,BLR238S,BLR-Shivaji nagar New,BLR275S,16.46715735,20.75164583333333
BLR-JP Nagar Network,BLR013S,BLR-SHIVAJI NAGAR Network,BLR107S,13.450672200000001,18.441979166666666
BLR-JP Nagar Network,BLR013S,BLR-TC Palaya,BLR220S,22.06594845,29.511583333333334
BLR-Magadi Road,BLR109S,BLR-Murugeshpalya,BLR315S,25.985001,36.04070833333333
BLR-Bagalur,BLR105S,BLR-JC Nagar,BLR127S,22.368675,30.007416666666668
BLR-Magadi Road,BLR109S,BLR-Banjara Layout,BLR150S,26.489574300000005,37.51410416666667
BLR-JP Nagar Network,BLR013S,BLR-Chickpet New,BLR175S,5.3868591,6.838229166666666
BLR-JP Nagar Network,BLR013S,BLR-Yelahanka Network,BLR120S,29.983863000000003,38.4826875
BLR-JP Nagar Network,BLR013S,BLR-BHADRAPPA LAYOUT NETWORK,BLR028S,19.8424401,27.38566666666667
BLR-Magadi Road,BLR109S,BLR-Narayanapura Network,BLR122S,24.687633599999998,34.74010416666667
BLR-Bagalur,BLR105S,BLR-BANNERGHATTA,BLR056S,33.5406708,43.457416666666674
BLR-Bagalur,BLR105S,BLR-Banjara Layout,BLR150S,15.101600850000002,21.284604166666664
BLR-JP Nagar Network,BLR013S,BLR - Bhadrappa Layout,BLR042S,18.0822096,24.486124999999998
BLR-Magadi Road,BLR109S,BLR-Shivaji nagar New,BLR275S,17.91714855,24.485604166666665
BLR-Magadi Road,BLR109S,BLR-Varthur,BLR313S,36.94268655,51.375062500000006
BLR-Jakkur Network,BLR058S,BLR-BHADRAPPA LAYOUT NETWORK,BLR028S,5.7008994,11.759958333333334
BLR-JP Nagar Network,BLR013S,BLR-JP Nagar Network-2,BLR108S,4.53918885,6.687770833333333
BLR-Magadi Road,BLR109S,BLR-Margosa road,BLR139S,11.828665800000001,17.620395833333333
BLR-Seegehalli,BLR238S,BLR-Kothnur New,BLR257S,30.53787975,39.670854166666665
BLR-Jakkur Network,BLR058S,BLR-Doddathoguru,BLR306S,21.816891599999998,31.398770833333334
BLR-JP Nagar Network,BLR013S,BLR-Dooravani Nagar,BLR227S,19.59986175,26.17847916666667
BLR-Magadi Road,BLR109S,BLR-HBR Layout,BLR022S,22.0330362,31.136291666666665
BLR-Jakkur Network,BLR058S,BLR-Challakere,BLR123S,6.09153825,9.986145833333333
BLR-JP Nagar Network,BLR013S,BLR-Vidyaranyapura,BLR130S,20.9816985,27.488625
BLR-JP Nagar Network,BLR013S,BLR-Nikoo Home New,BLR119S,24.3047763,32.42304166666666
BLR-JP Nagar Network,BLR013S,BLR-Cholayanakanalli,BLR212S,16.050946800000002,21.77852083333333
BLR-Magadi Road,BLR109S,BLR-Yallapa Garden,BLR125S,9.008746949999999,13.578229166666667
BLR-JP Nagar Network,BLR013S,BLR-Yallapa Garden,BLR125S,11.483535,15.579833333333333
BLR-Magadi Road,BLR109S,BLR-Nagdevanahalli,FB_CODE,8.33591745,13.645750000000001
BLR-JP Nagar Network,BLR013S,BLR-Brookfield Network-2,BLR129S,25.652055450000002,33.3855
BLR-Seegehalli,BLR238S,BLR-Richmond Town Network,BLR296S,18.0218472,25.325791666666667
BLR-Jakkur Network,BLR058S,BLR-Abbigere,BLR151S,15.90524985,24.118750000000002
BLR-Jakkur Network,BLR058S,BLR-TC Palaya,BLR220S,11.9630721,18.265020833333335
BLR-JP Nagar Network,BLR013S,BLR-Tippenahalli,BLR311S,22.7125878,30.956104166666666
BLR-Magadi Road,BLR109S,BLR-Doddanekundi,FB_CODE,30.8102214,43.532875000000004
BLR-Magadi Road,BLR109S,BLR-Nagavara,BLR200S,20.8768161,30.21345833333333
BLR-Jakkur Network,BLR058S,BLR-Budigere Cross,BLR027S,18.59611005,26.399208333333334
BLR-Bagalur,BLR105S,BLR-Kannamangala,BLR014S,25.42764,36.590020833333334
BLR-JP Nagar Network,BLR013S,BLR-Dasarahalli,BLR131S,20.04749355,27.572020833333333
BLR-JP Nagar Network,BLR013S,BLR-Kannamangala,BLR014S,31.3421955,41.9820625
BLR-Magadi Road,BLR109S,BLR-Sattava East,BLR137S,37.289971949999995,48.08925000000001
BLR-JP Nagar Network,BLR013S,BLR-Abbigere,BLR151S,23.52229845,30.904291666666666
BLR-Magadi Road,BLR109S,BLR-TC Palaya,BLR220S,27.60355815,38.458375000000004
BLR-Jakkur Network,BLR058S,BLR-Narayanapura,BLR026S,4.83016695,7.168416666666667
BLR-Magadi Road,BLR109S,BLR-Chickpet New,BLR175S,14.4716733,20.27947916666667
BLR-Magadi Road,BLR109S,BLR-Bannerghatta Network 2,BLR061S,35.29632855,33.54779166666667
BLR-Jakkur Network,BLR058S,BLR-Goraguntepalya,BLR199S,14.1312171,23.42433333333333
BLR-Magadi Road,BLR109S,BLR-Singapura,BLR128S,19.056665250000002,25.208541666666665
BLR-Jakkur Network,BLR058S,BLR-Electronic City New,BLR099S,34.21856235,48.061625
BLR-Jakkur Network,BLR058S,BLR-Aswath Nagar,BLR304S,20.6420634,30.312166666666663
BLR-Magadi Road,BLR109S,BLR-RAMAMURTHY NAGAR NEW,BLR075S,28.628518800000002,40.110625000000006
BLR-JP Nagar Network,BLR013S,BLR-HSR-3,BLR080S,9.14820165,13.047166666666667
BLR-Jakkur Network,BLR058S,BLR-Varthur,BLR313S,26.6699097,38.16908333333333
BLR-Jakkur Network,BLR058S,BLR-Jakkur New,BLR230S,2.9641710000000003,5.075291666666667
BLR-JP Nagar Network,BLR013S,BLR-HBR Layout,BLR022S,17.3451999,23.229666666666667
BLR-JP Nagar Network,BLR013S,BLR-Mico layout network-2,BLR102S,8.223112800000001,11.911979166666667
BLR-Jakkur Network,BLR058S,BLR-HEBBAL NEW,BLR033S,5.34297015,9.043291666666667
BLR-Jakkur Network,BLR058S,BLR-RAMAMURTHY NAGAR NEW,BLR075S,10.90406835,17.40275
BLR-Magadi Road,BLR109S,BLR-INDIRANAGAR NEW,BLR044S,23.243155950000002,32.02229166666667
BLR-JP Nagar Network,BLR013S,BLR-Yelahanka new town New,BLR298S,25.808015100000002,34.20975
BLR-Bagalur,BLR105S,BLR-Yelahanka Network,BLR120S,11.619280049999999,14.600895833333334
BLR-Jakkur Network,BLR058S,BLR-DRY-MH-SUMADHURA,MH_CODE,38.47900665,47.54827083333333
BLR-Jakkur Network,BLR058S,BLR-Brookfield Network-2,BLR129S,17.5476168,25.62802083333333
BLR-JP Nagar Network,BLR013S,BLR-CV RAMAN NAGAR NEW,BLR091S,20.19147585,26.156875
BLR-JP Nagar Network,BLR013S,BLR-Hegganahalli,BLR264S,17.34191025,24.879645833333335
BLR-JP Nagar Network,BLR013S,BLR-HSR Layout New,BLR094S,9.132869549999999,13.141666666666667
BLR-JP Nagar Network,BLR013S,BLR-Nagdevanahalli,FB_CODE,11.913864900000002,18.61445833333333
BLR-Jakkur Network,BLR058S,BLR-Hennur New,BLR229S,5.62683555,9.264416666666667
BLR-JP Nagar Network,BLR013S,BLR-Varthur,BLR313S,22.444977450000003,33.9745625
BLR-Magadi Road,BLR109S,BLR-Jayanagar 9th block,BLR307S,19.9233951,26.475916666666667
BLR-Magadi Road,BLR109S,BLR-HSR-3,BLR080S,24.7375149,33.88345833333333
BLR-JP Nagar Network,BLR013S,BLR-Sanjaynagar,BLR190S,15.776731950000002,21.891416666666665
BLR-JP Nagar Network,BLR013S,BLR-Mathikere,BLR140S,15.38312475,19.734
BLR-JP Nagar Network,BLR013S,BLR-Margosa road,BLR139S,12.1129239,15.275895833333333
BLR-JP Nagar Network,BLR013S,BLR-Whitefield New,BLR262S,25.95015465,35.31489583333333
BLR-Magadi Road,BLR109S,BLR-Narayanapura,BLR026S,26.791760099999998,36.605875
BLR-Magadi Road,BLR109S,BLR-Kannika Nagar,BLR116S,45.52905630000001,44.682874999999996
BLR-Magadi Road,BLR109S,BLR-Hennur New,BLR229S,24.269021700000003,33.36814583333333
BLR-Magadi Road,BLR109S,BLR-VIJAY NAGAR,BLR031S,8.8007325,12.181604166666666
BLR-JP Nagar Network,BLR013S,BLR-Sattava East,BLR137S,30.42808125,38.82633333333333
BLR-Bagalur,BLR105S,BLR-Varthur,BLR313S,34.80320865,46.78695833333333
BLR-Magadi Road,BLR109S,BLR-Kalyan Nagar Network,BLR059S,20.324119200000002,28.44622916666667
BLR-Jakkur Network,BLR058S,BLR-Singapura,BLR128S,16.6099752,23.890125
BLR-Jakkur Network,BLR058S,BLR-Marathahalli 2,BLR023S,18.131671949999998,29.546041666666664
BLR-Bagalur,BLR105S,BLR-Nagdevanahalli,FB_CODE,33.68422575,45.8780625
