MH_Name,Vehicle_ID,Assigned_Truck,Stop_Sequence,DH_Name
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_120,10FT_TRUCK,1,BLR-BANNERGHATTA
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_120,10FT_TRUCK,2,BLR-Jayanagar 9th block
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_122,10FT_TRUCK,1,BLR-Varthur
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_122,10FT_TRUCK,2,BLR-GUNJUR
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_123,10FT_TRUCK,1,BLR-TC Palaya
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_123,10FT_TRUCK,2,BLR-BHADRAPPA LAYOUT NETWORK
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_125,10FT_TRUCK,1,BLR-Margosa road
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_125,10FT_TRUCK,2,BLR-Tippenahalli
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_178,10FT_TRUCK,1,BLR-Garudachar Palya
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_178,10FT_TRUCK,2,BLR-Banjara Layout
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_179,10FT_TRUCK,1,BLR-Murugeshpalya
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_179,10FT_TRUCK,2,BLR-Shivaji nagar New_part2
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_179,10FT_TRUCK,3,BLR-Sanjaynagar
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_180,14FT_TRUCK,1,BLR-BTM LAYOUT NEW
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_180,14FT_TRUCK,2,BLR-Budigere Cross
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_181,14FT_TRUCK,1,BLR-Bagalur
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_181,14FT_TRUCK,2,BLR-Devanahalli
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_183,14FT_TRUCK,1,BLR-Kasturinagar
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_183,14FT_TRUCK,2,BLR-Dooravani Nagar
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_184,14FT_TRUCK,1,BLR-HSR Layout New
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_184,14FT_TRUCK,2,BLR-GUNJUR Network
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_219,14FT_TRUCK,1,BLR-VIJAY NAGAR
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_219,14FT_TRUCK,2,BLR-JP Nagar New
BLR-DRY-MH-SUMADHURA,BLR-DRY-MH-SUMADHURA_220,14FT_TRUCK,1,BLR-Vidyaranyapura
