Origin_DH,Origin_Code,Dest_DH,Dest_Code,Distance_km,Time_mins
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-BASAVANAPURA NETWORK 2,BLR104S,0,0
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-BASAVANAPURA,BLR085S,2.9940036,4.327895833
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Brookfield Network,BLR015S,9.8398524,13.2600625
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Neo Town,BLR184S,36.4345779,49.23922917
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-RICHMOND TOWN,BLR077S,16.22099115,21.16285417
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-BTM Layout Network-3,BLR117S,20.72154,26.15452083
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Marathahalli-3,BLR103S,13.0965765,19.53345833
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Bellandur 6,BLR180S,17.92213605,27.06775
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-BELLANDUR-4,BLR095S,15.4090881,22.31283333
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Bellandur-5,BLR145S,16.4118087,24.72325
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-BROOKEFIELD,BLR086S,7.8823647,11.46191667
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Brookfield Network-2,BLR129S,6.56602275,9.530020833
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-HSR Layout New,BLR094S,23.2917279,30.81441667
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-HSR-2,BLR082S,25.60568115,33.08525
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-HSR-3,BLR080S,23.6424048,31.773375
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-KOTHNUR New,BLR257S,30.20680425,39.26379167
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Sunrise Layout,BLR118S,32.53289235,42.24708333
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Yelenahalli,BLR206S,29.34126195,40.73535417
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Agrahara Road,BLR188S,16.88351385,25.20077083
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-BELLANDUR - 2,BLR084S,17.1392739,24.86864583
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Bellandur new,BLR074S,19.1177763,28.84139583
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Marathahalli New,BLR055S,13.91670735,19.20383333
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Marathahalli-4,BLR144S,13.56941355,19.99527083
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-CV Raman Nagar Network,BLR016S,8.6550996,11.26483333
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-CV Raman Nagar Network-2,BLR114S,12.75769005,19.96847917
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-CV RAMAN NAGAR NEW,BLR091S,12.23762925,15.86054167
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Hennur New,BLR229S,8.2257861,12.11570833
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Kogilu Road,BLR154S,16.98186105,22.6755
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Nikoo Home New,BLR119S,13.62217185,18.98970833
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-BTM LAYOUT NEW,BLR036S,22.06830255,27.88454167
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-BTM-2,BLR043S,23.70458895,31.376375
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-BTM-3,BLR029S,25.3905939,33.2186875
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Whitefield Network-2,BLR098S,11.16806355,15.70997917
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Whitefield New,BLR262S,13.0957638,17.127
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Hope Farm New,BLR255S,12.68417535,16.74702083
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Kannamangala,BLR014S,9.02477625,14.31841667
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Margosa Road,BLR139S,20.52574755,28.05177083
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Mathikere,BLR140S,22.4904015,30.68377083
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Nagondanahalli,BLR197S,13.9536852,18.71160417
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Yallapa Garden,BLR125S,25.1684727,32.16366667
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR - Bhadrappa Layout,BLR042S,17.9524065,26.61610417
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Bagalakunte,BLR186S,29.071791,41.64402083
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Sanjaynagar,BLR190S,20.8265169,29.06958333
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-SHIVAJI NAGAR,BLR052S,14.94942225,19.76002083
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-SHIVAJI NAGAR Network,BLR107S,3.8256981,5.651583333
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Singapura,BLR128S,27.2645478,38.58139583
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-GUNJUR,BLR087S,18.1163934,23.2721875
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-INDIRANAGAR NEW,BLR044S,13.93925085,18.50047917
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Sarjapur-2,BLR079S,21.69384525,36.296
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR- Sonnenahalli New,BLR012S,31.06948635,42.03208333
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Mico Layout Network,BLR011S,27.757506,36.83339583
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Mico layout network-2,BLR102S,23.596188,31.12725
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Mico layout New,BLR183S,24.9934818,34.29979167
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-RR Nagar Network,BLR115S,31.9584006,44.04016667
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-RR NAGAR NEW,BLR274S,30.1357812,42.1396875
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-ITPL Layout,BLR178S,11.9406042,16.27045833
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-JAYANAGAR New,BLR092S,21.97250475,30.27920833
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Sarjapur New,BLR237S,20.53853025,31.71645833
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-VIJAY NAGAR,BLR031S,25.3442406,34.37516667
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Vijay Nagar Network,BLR060S,28.60401705,38.47583333
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-27th Main Road,BLR181S,23.20725645,29.83229167
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Doddakannelli,BLR081S,19.1390619,27.87341667
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-GUNJUR Network,BLR017S,16.65255585,22.98802083
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Koramangala Network,BLR038S,18.46262985,23.38275
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Marathahalli 2,BLR023S,13.4966979,19.90985417
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Belathur,BLR189S,7.70420595,13.29964583
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-JP Nagar Network-2,BLR108S,28.29864345,37.74610417
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-JP Nagar New,BLR265S,27.2667843,37.27925
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Kumaraswamy Layout,BLR160S,29.5320837,39.10270833
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Sattava East,BLR137S,6.5192988,10.25058333
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Seegehalli,BLR238S,3.52221555,6.299104167
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Anjanapura,BLR147S,34.75479945,46.58391667
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Bellandur-3,BLR090S,14.648088,21.83691667
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Narayana reddy Layout,BLR213S,19.2750243,24.39847917
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-TMC Layout,BLR256S,24.9835698,33.06979167
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Carmelaram,BLR219S,23.77860975,30.11822917
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Choodasandra,BLR121S,23.7592887,35.9929375
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Junnasandra,BLR223S,21.5100228,32.687
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Kudlu,BLR126S,26.13248295,33.75247917
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Silver County,BLR215S,24.21720945,36.78879167
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Banjara Layout,BLR150S,6.30261345,9.145666667
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Kalyan Nagar Network,BLR059S,11.37898545,15.95352083
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Kasturinagar,BLR177S,9.50839365,12.21004167
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Ramamurthy Nagar Network,BLR071S,8.4976899,11.83797917
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-RAMAMURTHY NAGAR NEW,BLR075S,3.8480925,5.7218125
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Abbigere,BLR151S,26.5598214,38.81002083
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-BHADRAPPA LAYOUT NETWORK,BLR028S,18.8186733,27.8034375
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Budigere Cross,BLR027S,8.8531233,12.04633333
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Dooravani Nagar,BLR227S,7.1878758,10.12577083
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-TC Palaya,BLR220S,3.8256981,5.651583333
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Vidyaranyapura,BLR130S,22.54372995,33.84308333
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-BANNERGHATTA,BLR056S,28.52563875,37.45214583
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-HEBBAL NEW,BLR033S,13.3875567,20.40445833
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-JP Nagar Network,BLR013S,27.00964245,35.47845833
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Malagala,BLR138S,29.3887251,38.105625
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Nehru Nagar,BLR155S,18.0212067,24.97629167
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Yelahanka Network,BLR120S,26.4079116,34.76891667
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-HeadOffice-Cafe,BLR259S,19.12267875,29.58210417
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Kannika Nagar,BLR116S,36.91564275,51.88441667
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-RAGHAVENDRA LAYOUT,BLR078S,33.05546685,42.52039583
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-RAGHAVENDRA LAYOUT NETWORK,BLR039S,30.5558757,39.7858125
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-RAGHAVENDRA LAYOUT NETWORK 2,BLR106S,34.4629194,44.1909375
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Avalahalli Main,BLR228S,24.9269391,34.40175
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Bommasandra,BLR024S,30.1474089,43.66241667
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Chandapura,BLR152S,37.4140473,49.75239583
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Kambipura,BLR267S,37.4973606,53.4465
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Magadi Road,BLR109S,31.92825405,43.32897917
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Banashankari Network,BLR096S,28.08772785,38.07625
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Kadarenahalli,BLR216S,27.5525271,36.77114583
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Silicon Town,BLR161S,31.83325425,41.45441667
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-SINGASANDRA,BLR048S,28.9291464,37.53677083
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Singasandra Network,BLR062S,28.54752075,41.15129167
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Electronic city network,BLR066S,33.1911699,44.55954167
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Electronic City Network-2,BLR146S,32.09711925,41.74172917
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Electronic City New,BLR099S,33.9419199,45.18347917
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Hegganahalli,BLR264S,30.0343596,41.86945833
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-JC Nagar,BLR127S,24.95770935,33.95835417
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-YESHWANTPUR,BLR049S,24.4910652,33.24377083
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Chamrajpet,BLR185S,22.3424355,29.80145833
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Chickpet New,BLR175S,21.1413216,28.69502083
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Cholayanakanalli,BLR212S,16.2623706,24.44589583
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Dasarahalli,BLR131S,15.16300275,22.2725625
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Jakkur New,BLR230S,16.313577,22.3314375
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Malleshwaram new,BLR045S,23.6679009,30.8331875
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Challakere,BLR123S,9.78429585,13.51008333
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Goraguntepalya,BLR199S,24.9800607,34.67633333
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Narayanapura,BLR026S,10.4884668,14.40533333
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Narayanapura Network,BLR122S,13.18699095,17.506875
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-RWF Yelahanka,BLR187S,22.3831818,30.2615625
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-YELAHANKA NEW TOWN,BLR019S,23.913666,33.19402083
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Arekere,BLR221S,27.4135596,37.112375
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Bannerghatta Network,BLR025S,29.80719945,39.59029167
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Bannerghatta Network 2,BLR061S,28.6526373,39.95033333
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Basavanapura Network,BLR063S,5.683104,8.264458333
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-HBR Layout,BLR022S,12.34886415,18.25039583
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Jakkur Network,BLR058S,15.38942265,21.046375
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Michael Palaya,BLR292S,13.92723045,17.36245833
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Nagavara,BLR200S,13.41712575,19.95616667
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-New Gurappanya Palya,BLR291S,24.0955323,31.17695833
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Richmond Town Network,BLR296S,17.6907717,24.91872917
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Bagalur,BLR105S,19.960899,25.849125
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Devanahalli,BLR149S,30.0900201,39.85383333
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Kadugodi,BLR162S,10.6998192,14.13577083
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Siddapura,BLR224S,14.50199415,19.6301875
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-BEML Layout,BLR198S,32.1477345,45.02925
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Kengeri,BLR148S,31.30942185,43.61372917
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Peenya Network,BLR134S,31.02423345,39.4619375
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Peenya New,BLR097S,29.5302714,40.54658333
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Ullal,BLR132S,33.86900055,46.4758125
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-KALYAN NAGAR NEW,BLR034S,9.92746965,13.72847917
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-RAMAMURTHY NAGAR NEW,BLR075S,3.8480925,5.7218125
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-SHIVAJI NAGAR Network,BLR107S,15.9462261,21.76652083
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Kambipura,BLR267S,37.4971338,53.44560417
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR - Bhadrappa Layout,BLR042S,17.9524065,26.61610417
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-RICHMOND TOWN,BLR077S,16.22099115,21.16285417
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Banashankari New,BLR041S,26.23845315,35.8705
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-BTM-2,BLR043S,23.70458895,31.376375
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-JP Nagar New,BLR265S,27.2667843,37.27925
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Shivaji nagar New,BLR275S,14.5781202,19.55366667
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-HOPE FARM NEW,BLR255S,12.68417535,16.74702083
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Whitefield New,BLR262S,13.23361725,17.5735
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-BELLANDUR-4,BLR095S,15.4090881,22.31283333
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-CV RAMAN NAGAR NEW,BLR091S,12.2376303,15.86054167
BLR-BASAVANAPURA NETWORK 2,BLR104S,BLR-Marathahalli 2,BLR023S,13.4966979,19.90985417
BLR-BASAVANAPURA,BLR085S,BLR-BASAVANAPURA NETWORK 2,BLR104S,3.231543,6.022166667
BLR-BASAVANAPURA,BLR085S,BLR-BASAVANAPURA,BLR085S,0,0
BLR-BASAVANAPURA,BLR085S,BLR-Brookfield Network,BLR015S,6.8581191,8.964625
BLR-BASAVANAPURA,BLR085S,BLR-Neo Town,BLR184S,34.348671,46.12879167
BLR-BASAVANAPURA,BLR085S,BLR-RICHMOND TOWN,BLR077S,14.13508425,18.05241667
BLR-BASAVANAPURA,BLR085S,BLR-BTM Layout Network-3,BLR117S,18.63563205,23.04408333
BLR-BASAVANAPURA,BLR085S,BLR-Marathahalli-3,BLR103S,10.1148432,15.23802083
BLR-BASAVANAPURA,BLR085S,BLR-Bellandur 6,BLR180S,14.94040275,22.7723125
BLR-BASAVANAPURA,BLR085S,BLR-BELLANDUR-4,BLR095S,12.4273548,18.01739583
BLR-BASAVANAPURA,BLR085S,BLR-Bellandur-5,BLR145S,13.4300754,20.4278125
BLR-BASAVANAPURA,BLR085S,BLR-BROOKEFIELD,BLR086S,4.90063035,7.166479167
BLR-BASAVANAPURA,BLR085S,BLR-Brookfield Network-2,BLR129S,3.58428945,5.234583333
BLR-BASAVANAPURA,BLR085S,BLR-HSR Layout New,BLR094S,21.20581995,27.70397917
BLR-BASAVANAPURA,BLR085S,BLR-HSR-2,BLR082S,23.5197732,29.9748125
BLR-BASAVANAPURA,BLR085S,BLR-HSR-3,BLR080S,21.5564979,28.6629375
BLR-BASAVANAPURA,BLR085S,BLR-KOTHNUR New,BLR257S,28.12089735,36.15335417
BLR-BASAVANAPURA,BLR085S,BLR-Sunrise Layout,BLR118S,30.4469844,39.13664583
BLR-BASAVANAPURA,BLR085S,BLR-Yelenahalli,BLR206S,27.255354,37.62491667
BLR-BASAVANAPURA,BLR085S,BLR-Agrahara Road,BLR188S,13.9017795,20.90533333
BLR-BASAVANAPURA,BLR085S,BLR-BELLANDUR - 2,BLR084S,14.1575406,20.57320833
BLR-BASAVANAPURA,BLR085S,BLR-Bellandur new,BLR074S,16.136043,24.54595833
BLR-BASAVANAPURA,BLR085S,BLR-Marathahalli New,BLR055S,10.93497405,14.90839583
BLR-BASAVANAPURA,BLR085S,BLR-Marathahalli-4,BLR144S,10.5876792,15.69983333
BLR-BASAVANAPURA,BLR085S,BLR-CV Raman Nagar Network,BLR016S,6.56919165,8.154395833
BLR-BASAVANAPURA,BLR085S,BLR-CV Raman Nagar Network-2,BLR114S,10.67178315,16.85804167
BLR-BASAVANAPURA,BLR085S,BLR-CV RAMAN NAGAR NEW,BLR091S,10.15172235,12.75010417
BLR-BASAVANAPURA,BLR085S,BLR-Hennur New,BLR229S,11.1560148,15.5828125
BLR-BASAVANAPURA,BLR085S,BLR-Kogilu Road,BLR154S,20.2976067,27.15352083
BLR-BASAVANAPURA,BLR085S,BLR-Nikoo Home New,BLR119S,16.9379175,23.46772917
BLR-BASAVANAPURA,BLR085S,BLR-BTM LAYOUT NEW,BLR036S,19.98239565,24.77410417
BLR-BASAVANAPURA,BLR085S,BLR-BTM-2,BLR043S,21.618681,28.2659375
BLR-BASAVANAPURA,BLR085S,BLR-BTM-3,BLR029S,23.30468595,30.10825
BLR-BASAVANAPURA,BLR085S,BLR-Whitefield Network-2,BLR098S,8.1863292,11.41454167
BLR-BASAVANAPURA,BLR085S,BLR-Whitefield New,BLR262S,10.1140305,12.8315625
BLR-BASAVANAPURA,BLR085S,BLR-Hope Farm New,BLR255S,9.70244205,12.45158333
BLR-BASAVANAPURA,BLR085S,BLR-Kannamangala,BLR014S,8.98601235,12.96572917
BLR-BASAVANAPURA,BLR085S,BLR-Margosa Road,BLR139S,19.8497943,25.78477083
BLR-BASAVANAPURA,BLR085S,BLR-Mathikere,BLR140S,22.2886293,28.48404167
BLR-BASAVANAPURA,BLR085S,BLR-Nagondanahalli,BLR197S,10.9719519,14.41616667
BLR-BASAVANAPURA,BLR085S,BLR-Yallapa Garden,BLR125S,23.08256475,29.05322917
BLR-BASAVANAPURA,BLR085S,BLR - Bhadrappa Layout,BLR042S,19.7693811,28.62458333
BLR-BASAVANAPURA,BLR085S,BLR-Bagalakunte,BLR186S,30.714138,39.83652083
BLR-BASAVANAPURA,BLR085S,BLR-Sanjaynagar,BLR190S,20.62474365,26.86985417
BLR-BASAVANAPURA,BLR085S,BLR-SHIVAJI NAGAR,BLR052S,14.27347005,17.49302083
BLR-BASAVANAPURA,BLR085S,BLR-SHIVAJI NAGAR Network,BLR107S,5.1803493,6.625
BLR-BASAVANAPURA,BLR085S,BLR-Singapura,BLR128S,30.10520415,38.8935625
BLR-BASAVANAPURA,BLR085S,BLR-GUNJUR,BLR087S,15.1346601,18.97675
BLR-BASAVANAPURA,BLR085S,BLR-INDIRANAGAR NEW,BLR044S,11.85334395,15.39004167
BLR-BASAVANAPURA,BLR085S,BLR-Sarjapur-2,BLR079S,18.7121109,32.0005625
BLR-BASAVANAPURA,BLR085S,BLR- Sonnenahalli New,BLR012S,28.98357945,38.92164583
BLR-BASAVANAPURA,BLR085S,BLR-Mico Layout Network,BLR011S,25.67159805,33.72295833
BLR-BASAVANAPURA,BLR085S,BLR-Mico layout network-2,BLR102S,21.5102811,28.0168125
BLR-BASAVANAPURA,BLR085S,BLR-Mico layout New,BLR183S,22.9075749,31.18935417
BLR-BASAVANAPURA,BLR085S,BLR-RR Nagar Network,BLR115S,29.87249265,40.92972917
BLR-BASAVANAPURA,BLR085S,BLR-RR NAGAR NEW,BLR274S,28.0498743,39.02925
BLR-BASAVANAPURA,BLR085S,BLR-ITPL Layout,BLR178S,8.9588709,11.97502083
BLR-BASAVANAPURA,BLR085S,BLR-JAYANAGAR New,BLR092S,19.88659785,27.16877083
BLR-BASAVANAPURA,BLR085S,BLR-Sarjapur New,BLR237S,17.55679695,27.42102083
BLR-BASAVANAPURA,BLR085S,BLR-VIJAY NAGAR,BLR031S,23.25833265,31.26472917
BLR-BASAVANAPURA,BLR085S,BLR-Vijay Nagar Network,BLR060S,26.5181091,35.36539583
BLR-BASAVANAPURA,BLR085S,BLR-27th Main Road,BLR181S,21.1213485,26.72185417
BLR-BASAVANAPURA,BLR085S,BLR-Doddakannelli,BLR081S,16.1573286,23.57797917
BLR-BASAVANAPURA,BLR085S,BLR-GUNJUR Network,BLR017S,13.67082255,18.69258333
BLR-BASAVANAPURA,BLR085S,BLR-Koramangala Network,BLR038S,16.37672295,20.2723125
BLR-BASAVANAPURA,BLR085S,BLR-Marathahalli 2,BLR023S,10.51496355,15.61441667
BLR-BASAVANAPURA,BLR085S,BLR-Belathur,BLR189S,6.71541885,10.23035417
BLR-BASAVANAPURA,BLR085S,BLR-JP Nagar Network-2,BLR108S,26.21273655,34.63566667
BLR-BASAVANAPURA,BLR085S,BLR-JP Nagar New,BLR265S,25.1808774,34.1688125
BLR-BASAVANAPURA,BLR085S,BLR-Kumaraswamy Layout,BLR160S,27.44617575,35.99227083
BLR-BASAVANAPURA,BLR085S,BLR-Sattava East,BLR137S,6.48053385,8.897895833
BLR-BASAVANAPURA,BLR085S,BLR-Seegehalli,BLR238S,2.54590455,4.2671875
BLR-BASAVANAPURA,BLR085S,BLR-Anjanapura,BLR147S,32.6688915,43.47347917
BLR-BASAVANAPURA,BLR085S,BLR-Bellandur-3,BLR090S,11.6663547,17.54147917
BLR-BASAVANAPURA,BLR085S,BLR-Narayana reddy Layout,BLR213S,17.1891174,21.28804167
BLR-BASAVANAPURA,BLR085S,BLR-TMC Layout,BLR256S,22.89766185,29.95935417
BLR-BASAVANAPURA,BLR085S,BLR-Carmelaram,BLR219S,20.7968754,25.82279167
BLR-BASAVANAPURA,BLR085S,BLR-Choodasandra,BLR121S,20.7775554,31.6975
BLR-BASAVANAPURA,BLR085S,BLR-Junnasandra,BLR223S,18.52828845,28.3915625
BLR-BASAVANAPURA,BLR085S,BLR-Kudlu,BLR126S,24.04657605,30.64204167
BLR-BASAVANAPURA,BLR085S,BLR-Silver County,BLR215S,21.2354751,32.49335417
BLR-BASAVANAPURA,BLR085S,BLR-Banjara Layout,BLR150S,9.3451911,12.7730625
BLR-BASAVANAPURA,BLR085S,BLR-Kalyan Nagar Network,BLR059S,12.43432785,16.07016667
BLR-BASAVANAPURA,BLR085S,BLR-Kasturinagar,BLR177S,7.42248675,9.099604167
BLR-BASAVANAPURA,BLR085S,BLR-Ramamurthy Nagar Network,BLR071S,10.16306235,13.61766667
BLR-BASAVANAPURA,BLR085S,BLR-RAMAMURTHY NAGAR NEW,BLR075S,6.22138755,8.344083333
BLR-BASAVANAPURA,BLR085S,BLR-Abbigere,BLR151S,29.4004788,39.1221875
BLR-BASAVANAPURA,BLR085S,BLR-BHADRAPPA LAYOUT NETWORK,BLR028S,20.63564895,29.81191667
